"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated name","Contents note","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Support","Foliation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection (physical)","Other version(s)","IIIF Manifest URL","delivery","image count"
"","","St. Catherine’s Monastery, Sinai Syriac 168","Services","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2qwk%2Fgh87vg70/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1fn2qwk","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","201 ff.","593.7 g","codex","146 x 127 x 69.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 168","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871452/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn2qwk/manifest","6.2","410"
"","","St. Catherine’s Monastery, Sinai Syriac 173","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2080%2Fs600w987/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z19w2080","Work","","Euchologion","","1201/1300","13th c.","","","","","","","","Kamil","","","123 ff.","256.3 g","codex","139 x 110 x 44.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 173","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871456/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w2080/manifest","6.2","256"
"","","St. Catherine’s Monastery, Sinai Syriac 174","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1669xxh%2Fx964154p/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1669xxh","Work","","Euchologion","","1296","1296","","","","","","","","Kamil","","","191 ff.","586 g","codex","156 x 116 x 78.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 174","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871457/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1669xxh/manifest","6.2","394"
"","","St. Catherine’s Monastery, Sinai Syriac 215","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9671%2Fkb35vq8v/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z12f9671","Work","Lectionary of Acts and Epistles","Lectionary","","1219","1219","","","","","","","","Kamil","","","191 ff.","1421.9 g","codex","252 x 178 x 68.0 mm","Paper","","","","Full page cross decoration on f. 1v","","","","","Dated|~|Decoration, Full-page|~|Decoration, Geometric","","text","Lectionaries|~|Liturgical texts|~|Biblical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 215","Sinai. Old Collection","https://www.loc.gov/item/00279388100-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz12f9671/manifest","6.2","392"
"","","St. Catherine’s Monastery, Sinai Syriac 23","Lives of Egyptian Fathers","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww92dj%2F8w23788p/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1ww92dj","Work","","","","801/900","9th c.","","","","","","","","Kamil","","","121 ff.","1195.9 g","codex","253 x 179 x 65.0 mm","Parchment","","","","","","","","","","","text","Hagiographies|~|Historical works","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 23","Sinai. Old Collection","https://www.loc.gov/item/00279386395-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww92dj/manifest","6.2","246"
"","","St. Catherine’s Monastery, Sinai Syriac 233","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8pn0%2Fxv17064d/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1xp8pn0","Work","Menologion (month of Tishrīn II)","Menologion","","1251","1251","","","","","","","","Kamil","","f. 1-4 parchment","201 ff.","1426 g","codex","268 x 190 x 69.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts|~|Hagiographies","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 233","Sinai. Old Collection","https://www.loc.gov/item/0027938877A-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp8pn0/manifest","6.2","414"
"","","St. Catherine’s Monastery, Sinai Syriac 245","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx7xwt%2Fgj27ft3c/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1sx7xwt","Work","","Bible. Psalms","","1273","1273","","","","","","","","Kamil","","","193 ff.","710.5 g","codex","171 x 132 x 78.0 mm","Paper","","","","","","","","","Dated","","text","Biblical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 245","Sinai. Old Collection","https://www.loc.gov/item/00279388823-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx7xwt/manifest","6.2","396"
"","","St. Catherine’s Monastery, Sinai Syriac 248","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57656%2F3x55z291/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1p57656","Work","","Pentekostarion","","1201/1300","13th c.","","","","","","","","Kamil","","","263 ff.","516.4 g","codex","160 x 106 x 75.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 248","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891740/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p57656/manifest","6.2","538"
"","","St. Catherine’s Monastery, Sinai Syriac 254","Services","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6fhc%2F1h92qz9b/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1jd6fhc","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","54 ff.","279.6 g","codex","189 x 144 x 30.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 254","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891744/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd6fhc/manifest","6.2","120"
"","","St. Catherine’s Monastery, Sinai Syriac 256","Prayer for dead","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5pt3%2F0z96tq71/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1dn5pt3","Work","","","","1240","1240","","","","","","","","Kamil","","","170 ff.","293.5 g","codex","134 x 106 x 44.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 256","Sinai. Old Collection","https://www.loc.gov/item/00279388227-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn5pt3/manifest","6.2","356"
"","","St. Catherine’s Monastery, Sinai Syriac 258","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903ngz%2Fmv874n04/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1903ngz","Work","","Euchologion","","1239","1239","","","","","","","","Kamil","","","136 ff.","258.7 g","codex","130 x 104 x 43.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 258","Sinai. Old Collection","https://www.loc.gov/item/00279388203-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1903ngz/manifest","6.2","282"
"","","St. Catherine’s Monastery, Sinai Syriac 262","Services","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1572wsp%2Fgp34fx7f/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1572wsp","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","85 ff.","240.9 g","codex","167 x 126 x 33.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 262","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891746/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1572wsp/manifest","6.2","186"
"","","St. Catherine’s Monastery, Sinai Syriac 265","Services","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g24z0%2Fbc90kv13/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z11g24z0","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","18 ff.","92.1 g","codex","169 x 134 x 23.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 265","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891749/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g24z0/manifest","6.2","46"
"","","St. Catherine’s Monastery, Sinai Syriac 272","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1nf8%2Ftk99bm12/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1wq1nf8","Work","Four Gospels","Bible. Gospels","","1296","1296","","","","","","","","Kamil","","","200 ff.","1279 g","codex","275 x 205 x 60.0 mm","Paper","","","","","","","","","Dated","","text","Biblical texts|~|Gospel books","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 272","Sinai. Old Collection","https://www.loc.gov/item/00279388367-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq1nf8/manifest","6.2","406"
"","","St. Catherine’s Monastery, Sinai Syriac 275","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz0wqj%2Fzq86gt91/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rz0wqj","Work","","Bible. Psalms","","1201/1300","13th c.","","","","","","","","Kamil","","","328 ff.","591.4 g","codex","158 x 107 x 96.0 mm","Paper","f.121-130 repeats","","","","","","","","","","text","Biblical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 275","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871490/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz0wqj/manifest","6.2","666"
"","","St. Catherine’s Monastery, Sinai Syriac 276","Services","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60538%2Fx8963d57/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1n60538","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","195 ff.","432.4 g","codex","145 x 102 x 75.0 mm","Parchment","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 276","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871491/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n60538/manifest","6.2","400"
"","","St. Catherine’s Monastery, Sinai Syriac 33","Selections from the Bible with Commentary","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s489r1%2F7957dh33/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1s489r1","Work","","","","1001/1100","11th c.","","","","Palimpsest beginning at f. 41","","","","Kamil","","","130 ff.","742.3 g","codex","212 x 157 x 62.0 mm","Parchment","","","","","","","","","","","text","Theological works|~|Commentaries","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 33","Sinai. Old Collection","https://www.loc.gov/item/00279386486-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s489r1/manifest","6.2","264"
"","","St. Catherine’s Monastery, Sinai Syriac 36","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7jzd%2Fhn37384b/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1nc7jzd","Work","Menologion (month of Ilūl)","Menologion","","1201/1300","13th c.","","","","","","","","Kamil","","","110 ff.","501.8 g","codex","168 x 141 x 55.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Hagiographies","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 36","Sinai. Old Collection","https://www.loc.gov/item/00279386504-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc7jzd/manifest","6.2","230"
"","","St. Catherine’s Monastery, Sinai Syriac 39","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm6t4r%2Fmg030c6g/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1hm6t4r","Work","Lectionary of Old Testament","Lectionary","","1101/1300","12th c.","","","","Palimpsested throughout the book","","","","Kamil","","","233 ff.","1055 g","codex","175 x 130 x 103.0 mm","Parchment","","","","","","","","","","","text","Lectionaries|~|Liturgical texts|~|Biblical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 39","Sinai. Old Collection","https://www.loc.gov/item/00279386577-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm6t4r/manifest","6.2","476"
"","","St. Catherine’s Monastery, Sinai Syriac 41","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv62dd%2Ffq53hr01/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1cv62dd","Work","Psalms 3 : 7-53-6","Bible. Psalms","","801/900","9th c.","","","","","","","","Kamil","","","47 ff.","118.7 g","codex","140 x 98 x 26.0 mm","Parchment","","","","","","","","","","","text","Biblical texts","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 41","Sinai. Old Collection","https://www.loc.gov/item/00279386553-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv62dd/manifest","6.2","98"
"","","St. Catherine’s Monastery, Sinai Syriac 54","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18359qf%2F7g49433m/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z18359qf","Work","Four Gospels, Act of the Apostles and Epistles","Bible. Acts|~|Bible. Epistles|~|Bible. Gospels","","701/800","8th c.","","","","","","","","Kamil","","f.1-16 Paper","184 ff.","2464.9 g","codex","252 x 182 x 103.0 mm","Parchment","","","","","","","","","","11v-12r glued together","text","Biblical texts|~|Gospel books","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 54","Sinai. Old Collection","https://www.loc.gov/item/00279387478-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz18359qf/manifest","6.2","388"
"","","St. Catherine’s Monastery, Sinai Syriac 59","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4k21%2F4g68s39p/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z14b4k21","Work","Commentary on Gospel of St. John by John Chrysostom","John Chrysostom, Saint, -407. Homilies on John","","801/900","9th c.","","John Chrysostom, Saint, -407","","","","","","Kamil","","","61 ff.","535 g","codex","273 x 184 x 50.0 mm","Parchment","","","","","","","","","","","text","Theological works|~|Commentaries","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 59","Sinai. Old Collection","https://www.loc.gov/item/00279387454-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b4k21/manifest","6.2","126"
"","","St. Catherine’s Monastery, Sinai Syriac 6","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1m5z%2Fj207dp4s/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z15b1m5z","Work","Lectionary of Gospels","Evangelion","","1178","1178","","","","Palimpsest throughout","","","","Kamil","","","170 ff.","1671.8 g","codex","244 x 204 x 90.0 mm","Parchment","","","","","","","","","Dated","","text","Lectionaries|~|Liturgical texts|~|Biblical texts|~|Gospel books","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 6","Sinai. Old Collection","https://www.loc.gov/item/0027938622A-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b1m5z/manifest","6.2","348"
"","","St. Catherine’s Monastery, Sinai Syriac 67","Mimars by St. Ephraem the Syrian","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2hq5%2Fnf47523n/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z10p2hq5","Work","","","","801/900","9th c.","","Ephraem, Syrus, Saint, 303-373","","","","","","Kamil","","","89 ff.","325.8 g","codex","140 x 123 x 49.0 mm","Parchment","","","","","","","","","","","text","Theological works","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 67","Sinai. Old Collection","https://www.loc.gov/item/0027938748A-ms/","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p2hq5/manifest","6.2","182"
"","","St. Catherine’s Monastery, Sinai Syriac 72","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2195%2Fsm90v472/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1vx2195","Work","","Octoechos","","1201/1300","13th c.","","","","","","","","Kamil","","","261 ff.","1829 g","codex","267 x 189 x 120.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Hymnals","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 72","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891700/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx2195/manifest","6.2","537"
"","","St. Catherine’s Monastery, Sinai Syriac 73","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r518gd%2F5b10rm1m/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1r518gd","Work","","Octoechos","","1201/1300","13th c.","","","","","","","","Kamil","","","199 ff.","1665.5 g","codex","253 x 182 x 70.0 mm","Paper","","","","Headpieces throughout ; Flourishes in the margins throughout","","","","","Headpiece(s)|~|Decoration, Vegetative","","text","Liturgical texts|~|Hymnals","syc","right-to-left","Syriac","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 73","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891701/NLI","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r518gd/manifest","6.2","411"
