"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","Related","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Undertext Objects","Overtext Manuscript","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated Name","Contributors","Contents note","Contents","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Folio dimensions","Support","Foliation","Collation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Binding condition","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection","Other version(s)","IIIF Manifest URL","delivery","image count","Viscodex"
"","","Sinai, St. Catherine’s Monastery, Syriac 30","Lives of Saints","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1988nbt/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z12n5hwt","Work","Hagiographical Collection","","Ephraem Syrus. Sermo asceticus (Greek, Sloping pointed majuscule, 7th c. CE), ff. 172v, 173, 174–175, 178–180|~|Ps.-Macarius/Symeon. Epistula magna (Greek, Sloping pointed majuscule, 7th c. CE), ff. 171, 172r, 176–177, 181,182r|~|Gospel of John (Greek, Biblical majuscule, 6th c. CE), ff. 142, 144, 147, 149|~|Acts of Thomas (Syriac, Estrangela, 6th c. CE), ff. 141, 145, 146, 150, 152–154, 157, 158, 159v, 161–170|~|Dormition of the Virgin Mary (Syriac, Estrangela, 6th c. CE), ff. 151, 155, 156, 159r, 160|~|Gospel of John (Syriac, Estrangela, late 5th-6th c. CE), ff. 3, 8, 11, 15, 16, 20, 35, 36, 54, 57, 61, 62, 69, 70, 73, 78, 93, 98, 102, 105, 106, 109, 112, 114, 117, 119, 123–128, 131, 132, 139, 140|~|Gospel of Luke (Syriac, Estrangela, late 5th-6th c. CE), ff. 2, 4–6, 7v, 9, 13, 18, 22, 23, 24v, 29, 32, 33, 38, 39, 44, 47, 51, 52, 59, 60, 63, 65, 66, 68, 72, 79, 81, 83–90, 92, 99, 103, 104, 107, 108, 111, 120–122, 129, 130, 133, 138|~|Gospel of Mark (Syriac, Estrangela, late 5th-6th c. CE), ff. 12, 19, 21, 23, 25, 26, 28, 30, 41, 43, 48, 50, 53, 58, 64, 67, 94, 97, 101, 110, 137, 143, 148|~|Gospel of Matthew (Syriac, Estrangela, late 5th-6th c. CE), ff. 1, 10, 14, 17, 24r, 27, 31, 34, 37, 40, 42, 45–46, 49, 55–56, 71, 74–77, 80, 82, 89, 91, 95, 96, 100, 113, 115–116, 118, 134r–136","","Ma‘arret Mesrin (northern Syria)","779","779  CE","","","","","","","","","","Lewis|~|Kamil|~|Brock 2003","The presence of quire signatures in Georgian, probably by a binder, points to the fact the manuscript was probably in Palestine between the 9th and the 10th c. CE","","181 ff.","","Codex","220 x 160 x 127 mm","","Parchment","Pencil foliation beginning with '4', intending to include exposed unnumbered front pastedown as f. 1","Quires are established according to natural movement of folios and do not correspond to original Georgian quire signatures in overtext|~|Unbound quires until f. 150; large number of singletons at the beginning and end of quires (usually quinions) that may originally have been bifolios belonging to a quire","","The manuscript was written by the scribe John of Mar Conon, Ma'arret Misrin (Syria)","Black and red dots, in the shape of a cross or other shapes, mark titles or new segments of text","","","Reinforced leather","Large parts missing in front; back cover in two vertical parts, reattached with thread; exposed spine","black","Palimpsest|~|Headpiece(s)|~|Dated|~|Multispectral Imaging","Mostly unbound quires|~|Most folios severely cockled, with raised ridges appearing as glossy; various degrees of discoloration, at least in part due to application of liquid in the course of prior scholarly investigation","text","Hagiographies|~|Historical works","syc|~|geo","right-to-left","Syriac","Estrangela","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 30","Old Collection","https://www.loc.gov/item/00279386462-ms/","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz12n5hwt/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac 5","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1ff4gkb/0,1022,6132,6132/150,150/0/default.jpg","Syriac 5 originally belonged together with London BL Or. 8607/I, Chabot 31 (Milan, Biblioteca Ambrosiana), ex-Hiersemann 500/36 (Tsu-Shi, Mie Prefecture, Japan, collection N. Yabuuchi)","paged","ark:/21198/z1bk2gmg","ark:/21198/z14f26bb","Work","Praxapostolos","Bible. Epistles of Paul|~|Bible. Acts","Ephrem of Nisibis?. Theological homily, poem (Syriac, Estrangela, 6th c. CE), ff. 17, 22","","","501/600","6th c.  CE","","","","","The parchment folios (ff. 1-103) contain the Pauline Epistles, incomplete at the beginning and end; the paper folios (ff. 104-198) contain Acts; the seven Catholic Epistles; and various liturgical excerpts","","","","","Lewis|~|Kamil|~|Géhin 2017","","","198 ff.","","Codex","265 x 200 x 85 mm","255 x 200 mm","Parchment|~|Paper","","Palimpsest folios are in the third quire; Quire 3: 1x8 (16-23)|~|Quires are repaired with parchment strips with writing in Greek and Christian Palestian Aramaic","","","","","","Leather on wood; metal studs along narrow edges of front and back covers; leather fastening strip on back cover","Leather covering of spine and parts of back cover missing","black; titles in red","Palimpsest|~|Rubrication|~|Multispectral Imaging","Codex with partially exposed spine | Stiff parchment folios throughout, many with signs of erasure","text","Biblical texts","syc","right-to-left","Syriac","Estrangela","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 5","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz14f26bb/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF M 11","Cyril of Scythopolis, Life of Sabas","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1cf9rf4/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/r1vd6wc9","Work","","","Cyril of Jerusalem. Catecheses (CPA, 6th-7th c. CE), ff. 105–109, 110r, 111v, 112|~|Gospel of John (CPA, 6th-7th c. CE), ff. 73|~|Gospel of Luke (CPA, 6th-7th c. CE), ff. 1, 89–96|~|Gospel of Mark (CPA, 6th-7th c. CE), ff. 81–88|~|Gospel of Matthew (CPA, 6th-7th c. CE), ff. 65–66, 97–104|~|Unidentified, ff. 64v, 67r, 72v, 74r, 80v","","","850/1000","Mid 9th-10th c.  CE","","Cyril, of Scythopolis, approximately 524-approximately 558","Mar Saba","","Divided into 90 chapters","","","","","Philothée|~|Géhin 2017","","","112 ff.","","Codex","185 x 128 x 57 mm","148 x 117 mm","Parchment","Ff. 1-64 are unfoliated and fused together in upper part; foliation in pencil in bottom margin begins with f. 65; two detached folios at back foliated in pencil, both as f. 1 | Ff. 67r-72r do not open; ff. 74v-80r do not open","Regular quires can be counted beginning with f. 81, Quire 1: 1x4 (88); Quire 2: 1x4 (96); Quire 3: 1x4 (104); Quire 4: 1x4 (112)","","","","","","","Front and back covers missing","black","Palimpsest|~|Multispectral Imaging","Unbound quires; ff. 1-64 (unfoliated) damaged and fused together in upper part; ff. 65-80 partially damaged; ff. 67r-72r do not open; ff. 74v-80r do not open","text","Hagiographies|~|Historical works","syc","right-to-left","Syriac","Estrangela","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF M 11","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fr1vd6wc9/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF M 56","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1ng4x3n/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z17d3457","Work","Lectionary of the Gospels and Epistles","Evangelion|~|Lectionary","Ezekiel (Armenian, Erkatagir, 8th-9th c. CE), ff. 91r, 94r|~|Gospel of Mark (CPA, late 6th-7th c. CE. ), ff. 1, 12, 14, 17–20, 23, 25, 25a, 26–29, 29a, 29b, 47–58, 69–72, 110a|~|Gospel of Matthew (CPA, late 6th-7th c. CE. ), ff. fragment, 2–11, 13, 15–16, 21–22, 24, 31–46, 59–63, 63a, 63b, 64–68, 73–84, 110b|~|Unidentified (CPA, late 6th - 7th c.? CE), f. 30|~|Unidentified (Syriac, Melkite, 8th-9th c.? CE), ff. 85–87, 87a, 88–90, 91–96, 96a, 97–110","","Saint Catherine's Monastery","933","933 CE","","","","","","","","","","Philothée|~|Géhin 2017","","","121 ff.","","Codex","190 x 101 x 77 mm","183 x 120 mm","Parchment","Foliation in pencil in upper or lower margin, which sometimes includes numbered folios with the suffix a or b (e.g., f. 63, followed by f. 63a and f. 63b) | The original first five folios of the codex are fragmentary, not numbered, and are not considered here; the sixth folio in the codex is numbered 1, which is followed here ","Quires 1-2: 2x12 (24), Quire 3: 1x8 (29b), folio 30 is a singleton, Quires 4-5: 2x8 (46), Quire 6: 1x12 (58), Quire 7: 1x10 (66), Quire 8: 1x8 (74), Quire 9: 1x10 (84), Quire 10: 1x8 (91), Quire 11: 1x8 (98), Quire 12: 1x12 (110), folio 110a is a singleton, folio 110b is the paste-down in the back cover","","","","","","Leather front and back covers; leather spine with reinforced fabric","Front cover detached; back cover attached; spine partially detached","black","Palimpsest|~|Dated|~|Multispectral Imaging","Until ca. f. 32, spine slants outward, resulting in curled folios","text","Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books","syc","right-to-left","Syriac","Estrangela","The script is artificial and recalls ms. St. Petersburg n.s. syr. 11, of possible Sinaitic provenance","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF M 56","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz17d3457/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 12","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1cn86w1/1022,0,6132,6132/150,150/0/default.jpg","Syriac NF frag 12 originally belonged together with Leiden UB Or. 14236, Chabot 5 (Milan, Biblioteca Ambrosiana), Schøyen 575 (Oslo)","paged","ark:/21198/z1bk2gmg","ark:/21198/z19c7vcd","Work","Psalter (Codex Armeniacus rescriptus)","Psalter","John Chrysostom. Commentary on the Psalms (Armenian, Erkatagir, 7th-8th c. CE),","","Central Asia","901/1000","10th c.  CE","","","","","","","","","","Brock 1995|~|Géhin 2017","Melkite community; transliteration of the litanies in Leiden UB Or. 14236 (ff. 85v-86r) in Syriac letters adapted to the Sogdian and Uyghur writings points to a central Asia provenance","","9 ff.","","Folium","222 x 170 mm","222 x 170 mm","Parchment","Foliation in Coptic | Folios are identified by reference to the plates in Brock 1995"," 9x1 (9)","","","","","","","","","Palimpsest|~|Multispectral Imaging","Four damaged folios and five further fragments","text","Liturgical texts|~|Biblical texts","syc|~|cop","right-to-left","Syriac|~|Coptic","Estrangela","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 12","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz19c7vcd/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 28","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1qf8tzd/1022,0,6132,6132/150,150/0/default.jpg","Syriac NF frag 28 originally belonged together with Syriac NF M 29, Syriac NF M 74 (https://sinaimanuscripts.library.ucla.edu/catalog/ark:%2F21198%2Fz1m05xk5), Syriac NF frag 74 (https://sinaimanuscripts.library.ucla.edu/catalog/ark%3A%2F21198%2Fz1w37xcr)","paged","ark:/21198/z1bk2gmg","ark:/21198/z13n2cd2","Work","John Chrysostom, Commentary on John, Homily 20","John Chrysostom, Saint, -407. Homilies on John","Genesis (Syriac, Estrangela, 6th c. CE), ff. 1, 1bis, 2–4","","","801/900","9th c.  CE","","John Chrysostom, Saint, -407","","","Only the end of this homily is preserved, earlier portions are contained in Syriac NF frag 74 (https://sinaimanuscripts.library.ucla.edu/catalog/ark%3A%2F21198%2Fz1w37xcr)","","","","","Brock 1995|~|Philothée|~|Géhin 2017","","","5 ff.","","Quire(s)","","191 x 130 mm","Parchment","Not foliated; sequence follows Brock 1995, pl. 172-174","Two bifolios forming one unsewn quire","","","","","","","","brown","Palimpsest|~|Multispectral Imaging","","text","Commentaries|~|Theological works","syc","right-to-left","Syriac","Estrangela","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 28","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz13n2cd2/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 46","Life of St. Mary of Egypt","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1474bdk/1022,0,6132,6132/150,150/0/default.jpg","Syriac NF frag 46 originally belonged together with Syriac NF M 57 (https://sinaimanuscripts.library.ucla.edu/catalog/ark:%2F21198%2Fz15f22gs)","paged","ark:/21198/z1bk2gmg","ark:/21198/z1zw1vxc","Work","","","Paschal Calendar (Syriac, Estrangela, 6th c. CE), f. 1","","","801/1000","9th-10th c.  CE","","","Māriyah, al-Qibṭīyah, -637","","","","","","","Brock 1995|~|Géhin 2017","","","1 ff.","","Fragment","73 x 132 mm","73 x 132 mm","Parchment","Not foliated","","","","","","","","","black","Palimpsest|~|Multispectral Imaging","Fragment of single folio, poor condition","text","Hagiographies","syc","right-to-left","Syriac","Estrangela","Careful, late Estrangela, with an occasional Serto alaph at the end of a line","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 46","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1zw1vxc/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 53","Life of Ephrem ; Ephrem, Against Heresies","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1b56k4t/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z10v8dvq","Work","","","Abba Isaiah. Asketikon (Syriac, Estrangela, 8th-9th c. CE), ff. 1–5","","","925/975","Mid 10th c.  CE","","Ephrem the Syrian, Saint, 303-373","Ephrem the Syrian, Saint, 303-373","","","","","","","Brock 1995|~|Géhin 2017","","","5 ff.","","Folium","","150 x 11 mm","Parchment","Not foliated, sequence follows Brock 1995, pl. 301-310; current sequence of folios may not reflect their original order","","","","","","","","","black-brown","Palimpsest|~|Multispectral Imaging","Five loose folios; burnt, cockled, curled at the edge; parchment extremely brittle; fragments from the middle of folios","text","Hagiographies|~|Theological works","syc","right-to-left","Syriac","Estrangela","Late Estrangela with Serto daleth and resh","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 53","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz10v8dvq/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 63","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1cz38h4/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1v4146r","Work","","Triodion","Hymns on Mary (Syriac, Estrangela, 6th-7th c. CE), f. 1","","","1001/1100","11th c.  CE","","","","","","","","","","Brock 1995|~|Géhin 2017","","","1 ff.","","Folium","169 x 118 mm","169 x 118 mm","Parchment","Sequence follows Brock 1995, pl. 334-335","","","","","","","","","brown","Palimpsest|~|Multispectral Imaging","","text","Liturgical texts|~|Hymnals","syc","right-to-left","Syriac","Serto","Serto with coexistence of Estrangela ""olaf""","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 63","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1v4146r/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 65","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz11c28x5/0,902,5412,5412/150,150/0/default.jpg","Syriac NF frag 65 originally belonged together with ex-Hiersemann 500/20 (now in private collection, USA), Paris BnF syr. 382 (f. 10), Vatican syr. 623 (f. 227), Vat. syr. 647 (ff. 38-39), Houghton syr. 172 (Cambridge, Harvard University) = Galen palimpsest","paged","ark:/21198/z1bk2gmg","ark:/21198/z1t448qz","Work","Oktoechos for the ordinary days (Parakletike)","Octoechos","Galen. On simple drugs (Syriac, Serto, 9th c. CE), f. 1","","Probably Black Mountain near Antioch","1001/1200","11th-12th c.  CE","","","","","","","","","","Brock 1995|~|Géhin 2017","Melkite community; brought to Sinai in the 13th century","","1 ff.","","Folium","","175 x 120 mm","Parchment","","The recto of this single folio has quire numbering (8) in the lower margin, towards the right","","","","","","","","black-brown","Palimpsest|~|Multispectral Imaging","","text","Liturgical texts","syc","right-to-left","Syriac","Melkite","Mixed script","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 65","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1t448qz/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 74","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1gx4bvd/1022,0,6132,6132/150,150/0/default.jpg","Syriac NF frag 74 originally belonged together with Syriac NF M 29, Syriac NF M 74 (https://sinaimanuscripts.library.ucla.edu/catalog/ark:%2F21198%2Fz1m05xk5), Syriac NF frag 28 (https://sinaimanuscripts.library.ucla.edu/catalog/ark%3A%2F21198%2Fz13n2cd2)","paged","ark:/21198/z1bk2gmg","ark:/21198/z1w37xcr","Work","John Chrysostom, Commentary on John, Homily 20","John Chrysostom, Saint, -407. Homilies on John","Genesis (Syriac, Estrangela, 6th c. CE), f. 1","","","801/900","9th c.  CE","","John Chrysostom, Saint, -407","","","","","","","","Brock 1995|~|Philothée|~|Géhin 2017","","","1 ff.","","Fragment","","","Parchment","","","","","","","","","","brown","Palimpsest|~|Multispectral Imaging","Triangular strip torn from the inside top of a folio","text","Commentaries|~|Theological works","syc","right-to-left","Syriac","Estrangela","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 74","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1w37xcr/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 75","Index of Lections","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1gb24c1/1022,0,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rb75nd","Work","Index of New Testament lections for the moveable cycle","","Jeremiah (Syriac, Estrangela, 6th c. CE), f. 1","","","1201/1300","13th c.  CE","","","","","","","","","","Brock 1995|~|Géhin 2017","","","1 ff.","","Fragment","","","Parchment","","","","","","","","","","black; titles in red","Palimpsest|~|Rubrication|~|Multispectral Imaging","","text","Liturgical texts","syc","right-to-left","Syriac","Melkite","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 75","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1rb75nd/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Syriac NF frag 76","Liturgies for Holy Week and Resurrection","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz13n23zx/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1qc0cjx","Work","","","Athanasios of Alexandria. Life of Saint Antony (Armenian, Sloping majuscule, 8th c. CE), f. 1","","","1001/1200","11th-12th c.  CE","","","","","","","","","","Brock 1995|~|Géhin 2017","","","1 ff.","","Folium","178 x 127 mm","40 x 55 mm","Parchment","Sequence follows Brock 1995, p. 71-72, pl. 361-362","","","","","","","","","black-brown","Palimpsest|~|Multispectral Imaging","","text","Liturgical texts","syc","right-to-left","Syriac","Serto","Serto with coexistence of estrangela ""olaf""","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac NF frag 76","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1qc0cjx/manifest","delivery sppms","",""
