File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,Related,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Undertext Objects,Overtext Manuscript,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated Name,Contributors,Contents note,Contents,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Folio dimensions,Support,Foliation,Collation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Binding condition,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Syriac 104",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6w92%2Fn9467537/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jd6w92,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,225 ff.,1105.9 g,Codex,192 x 155 x 77.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 104,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891708,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd6w92/manifest,delivery 8.1,457,
,,"Sinai, St. Catherine’s Monastery, Syriac 105",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z17m1c7b,Work,Menologion (9 Ilūl - 12 Tishrīn II),Menologion,,,,1201/1300,13th c. CE,,,,Grigory Kessel,,,,,,Kamil,,,191 ff.,862.4 g,Codex,191 x 148 x 78 mm,,Paper,,,,,"Minor headpieces (geometric, vegetative) throughout, beginning on f. 5r",,,,,,"Rubrication|~|Marginalia|~|Headpiece(s)|~|Decoration, Geometric|~|Decoration, Vegetative",,text,Liturgical texts|~|Hagiographies,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 105,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891709 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m1c7b/manifest,delivery 2,394,
,,"Sinai, St. Catherine’s Monastery, Syriac 106",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3893%2Frs51w93f/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z14f3893,Work,,Horologion,,,,1056,1056 CE,,,,Grigory Kessel,,,,,,Kamil,,,99 ff.,388.2 g,Codex,182 x 141 x 33 mm,,Paper,,,,,"Ornate headpiece on f. 1r, with an elevated cross and animal figures | Minor geometric headpieces throughout, beginning on f. 24r",,,,,,"Rubrication|~|Headpiece(s)|~|Dated|~|Decoration, Geometric",,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 106,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891710 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f3893/manifest,delivery 4.2,224,
,,"Sinai, St. Catherine’s Monastery, Syriac 107",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2hmt%2F0r852b4h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z10p2hmt,Work,,Octoechos,,,,1201/1300,13th c. CE,,,,Grigory Kessel,,,,,,Kamil,,,261 ff.,1526.2 g,Codex,228 x 164 x 86 mm,,Paper,,,,,"Headpiece on f. 3r, with an elevated cross | Minor geometric headpieces throughout, beginning on f. 71v",,,,,,"Rubrication|~|Headpiece(s)|~|Marginalia|~|Decoration, Geometric",,text,Liturgical texts|~|Hymnals,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 107,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p2hmt/manifest,delivery 4.2,724,
,,"Sinai, St. Catherine’s Monastery, Syriac 109",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10590kn%2Fx152fx8r/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z10590kn,Work,,Euchologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,232 ff.,1041.1 g,Codex,198 x 151 x 78.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 109,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891711,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10590kn/manifest,delivery 5.2,474,
,,"Sinai, St. Catherine’s Monastery, Syriac 11",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k0vjk%2Ffk54sk6m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11k0vjk,Work,Four Gospels (Pshitta),Bible. Gospels,,,,801/900,9th c. CE,,,,,,,,,,Kamil,,,126 ff.,1181.6 g,Codex,245 x 167 x 71.0 mm,,Parchment,,,,,,,,,,,,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 11,Old Collection,https://www.loc.gov/item/00279386279-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k0vjk/manifest,delivery 6.2,260,
,,"Sinai, St. Catherine’s Monastery, Syriac 110",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p85wh7%2F7h53xx91/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1p85wh7,Work,,Menologion,,,,1201/1300,13th c. CE,,,,Grigory Kessel,,,,,,Kamil,,,268 ff.,1658.2 g,Codex,233 x 167 x 96 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Hagiographies,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 110,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891712 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p85wh7/manifest,delivery 4.4,546,
,,"Sinai, St. Catherine’s Monastery, Syriac 113",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8h3c%2F3k56v157/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1vd8h3c,Work,,Euchologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,47 ff.,172.2 g,Codex,181 x 140 x 23.0 mm,,Paper,,,,,,,,,,,,"f. 1, 2, 5, 12 detached",text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 113,Old Collection,https://www.loc.gov/item/00279387831-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd8h3c/manifest,delivery 5.2,104,
,,"Sinai, St. Catherine’s Monastery, Syriac 114",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn7rfj%2Fk376nb5s/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1qn7rfj,Work,,Euchologion,,,,1620,1620 CE,,,,,,,,,,Kamil,,,88 ff.,606.4 g,Codex,193 x 153 x 47.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,ara|~|syc,right-to-left,Syriac|~|Arabic,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 114,Old Collection,https://www.loc.gov/item/0027938782A-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn7rfj/manifest,delivery 5.2,194,
,,"Sinai, St. Catherine’s Monastery, Syriac 115",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw70rn%2Fsv38h56s/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1kw70rn,Work,,Euchologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,66 ff.,545.4 g,Codex,196 x 148 x 43.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 115,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891713,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw70rn/manifest,delivery 5.2,142,
,,"Sinai, St. Catherine’s Monastery, Syriac 116",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2cnj%2Fq231f61q/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1ns2cnj,Work,,Horologion,,,,985,985 CE,,,,,,,,,,Kamil,,,204 ff.,871 g,Codex,180 x 152 x 67.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 116,Old Collection,https://www.loc.gov/item/00279387818-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2cnj/manifest,delivery 6.1,417,
,,"Sinai, St. Catherine’s Monastery, Syriac 117",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g74zd4%2F0b993g6z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1g74zd4,Work,,Euchologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,82 ff.,628 g,Codex,201 x 147 x 50.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 117,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891714,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g74zd4/manifest,delivery 5.2,174,
,,"Sinai, St. Catherine’s Monastery, Syriac 118",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg46rp%2Fb783rx80/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1bg46rp,Work,,Sticherarion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,336 ff.,1128.6 g,Codex,185 x 151 x 86.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Hymnals,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 118,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891715,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg46rp/manifest,delivery 5.2,683,
,,"Sinai, St. Catherine’s Monastery, Syriac 119",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3fz2%2Fds577t89/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16q3fz2,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,192 ff.,899.6 g,Codex,181 x 141 x 69.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 119,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891716,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q3fz2/manifest,delivery 5.2,396,
,,"Sinai, St. Catherine’s Monastery, Syriac 12",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0f9b%2Fp161m45m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15f0f9b,Work,,Bible. Luke,,,,601/700,7th c. CE,,,,,,,,,,Kamil,,,146 ff.,1287.7 g,Codex,240 x 159 x 81.0 mm,,Paper|~|Parchment,,,,,,,,,,,,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 12,Old Collection,https://www.loc.gov/item/00279386334-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f0f9b/manifest,delivery 6.3,300,
,,"Sinai, St. Catherine’s Monastery, Syriac 120",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9pk2%2F1t54bc6w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11n9pk2,Work,,Lectionary|~|Bible. Acts|~|Bible. Epistles,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,302 ff.,1098.1 g,Codex,183 x 140 x 80.0 mm,,Paper,,,,,,,,,,,,Plaster like specks on many folios,text,Lectionaries|~|Liturgical texts|~|Biblical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 120,Old Collection,https://www.loc.gov/item/00279387806-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n9pk2/manifest,delivery 6.3,613,
,,"Sinai, St. Catherine’s Monastery, Syriac 121",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2q69%2Fc799jf24/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z12z2q69,Work,,Bible. Psalms,,,,1232,1232 CE,,,,,,,,,,Kamil,,,217 ff.,812 g,Codex,176 x 136 x 67.0 mm,,Paper,,,,,,,,,,,Dated,,text,Biblical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 121,Old Collection,https://www.loc.gov/item/0027938779A-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z2q69/manifest,delivery 5.2,444,
,,"Sinai, St. Catherine’s Monastery, Syriac 122",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z626q9%2Fd320qb84/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1z626q9,Work,,Heirmologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,125 ff.,748.4 g,Codex,194 x 152 x 56.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 122,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891717,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z626q9/manifest,delivery 5.2,260,
,,"Sinai, St. Catherine’s Monastery, Syriac 123",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1g1f%2Fc875ds7c/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tf1g1f,Work,,Euchologion,,,,1287,1287 CE,,,,,,,,,,Kamil,,,350 ff.,1499.5 g,Codex,198 x 152 x 105.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 123,Old Collection,https://www.loc.gov/item/00279387788-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf1g1f/manifest,delivery 5.2,710,
,,"Sinai, St. Catherine’s Monastery, Syriac 125",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn64kq%2Fz4493w8z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dn64kq,Work,,Bible. Psalms,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,268 ff.,1051.9 g,Codex,174 x 141 x 130.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts,syc|~|ara,right-to-left,Syriac|~|Arabic,Serto|~|Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 125,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891718,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn64kq/manifest,delivery 8.1,546,
,,"Sinai, St. Catherine’s Monastery, Syriac 126",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g74j17%2Fj554hc3c/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1g74j17,Work,,Anthologion,,,,1201/1300,13th c. CE,,,,Grigory Kessel,,,,,,Kamil,,,243 ff.,984.6 g,Codex,184 x 143 x 76 mm,,Paper,,,,,"Minor geometric headpieces on f. 2r | Geometric decoration throughout, beginning on  f.  10v | Ornate headpiece on f. 177r, geometric motif in red, yellow, and green ink",,,,,,"Rubrication|~|Marginalia|~|Headpiece(s)|~|Decoration, Geometric",,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 126,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891719 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g74j17/manifest,delivery 1,496,
,,"Sinai, St. Catherine’s Monastery, Syriac 127",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg3sbz%2Fq2646q5q/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1bg3sbz,Work,,,,,,1294,1294 CE,,,,Grigory Kessel,,,,,,Kamil,,,202 ff.,959.7 g,Codex,193 x 149 x 76 mm,,Paper,f. 55 lacking,,,,"Ornate headpiece on f. 4r, two large knots in the center, two leaves, bordered by knotwork, with an elevated cross | Minor geometric headpieces throughout, beginning on f. 8r",,,,,,"Rubrication|~|Marginalia|~|Headpiece(s)|~|Dated|~|Decoration, Geometric",,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 127,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891720 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg3sbz/manifest,delivery 1,414,
,,"Sinai, St. Catherine’s Monastery, Syriac 128",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0qd2%2Fk690xj17/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pp0qd2,Work,,Bible. Psalms,,,,1229,1229 CE,,,,,,,,,,Kamil,,,184 ff.,692.1 g,Codex,180 x 141 x 60.0 mm,,Paper,folio 18 is written as 218,,,,,,,,,,Dated,,text,Biblical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 128,Old Collection,https://www.loc.gov/item/00279387855-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp0qd2/manifest,delivery 5.2,378,
,,"Sinai, St. Catherine’s Monastery, Syriac 129",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q31h8%2Fvm744d4n/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16q31h8,Work,Typikon Jerusalem,Typikon,,,,1245,1245 CE,,,,Grigory Kessel,,,Colophon on ff. 145r-145v,,و أعفوا الكاتب […],Kamil,,,152 ff.,754.8 g,Codex,189 x 149 x 63 mm,,Paper,,,,,"Headpiece on f. 6r, interlace | Minor geometric headpieces throughout, beginning on f. 7v | Borders on ff. 145r, 145v",,,,,,"Rubrication|~|Dated|~|Headpiece(s)|~|Decoration, Geometric|~|Border(s), Decorative|~|Colophon",Beginning folia torn out (starts in the middle of section 4),text,Liturgical texts,syc,right-to-left,Syriac|~|Arabic,Melkite|~|Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 129,Old Collection,https://www.loc.gov/item/00279387867-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q31h8/manifest,delivery 1,314,
